publishedAtDate;stars;text;title
2022-02-01T22:49:04.092Z;5;Hands down, best Obi in town. Don't know what makes it special but it's just my favorite in all Wien.;OBI Markt Wien Triester Str.
2022-02-01T10:39:03.017Z;5;;OBI Markt Wien Triester Str.
2022-01-31T07:14:35.507Z;5;Alles bestens;OBI Markt Wien Triester Str.
2022-01-30T15:45:08.920Z;4;;OBI Markt Wien Triester Str.
2022-01-29T13:47:40.326Z;4;;OBI Markt Wien Triester Str.
2022-01-29T13:35:16.354Z;5;;OBI Markt Wien Triester Str.
2022-01-29T09:49:27.710Z;5;Große Auswahl, freundlich;OBI Markt Wien Triester Str.
2022-01-29T06:55:28.923Z;5;;OBI Markt Wien Triester Str.
2022-01-29T06:54:11.632Z;5;Das Sortiment ist sehr groß-Das Security-Team ist sehr professionell–. In einem Fall nahm sich eine Mitarbeiterin eine halbestunde für mich Zeit, und ich habe nicht nur alles erhalten,. Preislich und Qualitativ sind die Produkte so wie man sie erwarten kann. Würde diesen Obi jedem bedenkenlos weiterempfehlen.;OBI Markt Wien Triester Str.
2022-01-29T05:55:48.403Z;5;War gestern aufgrund meiner Sanierung beim Obi beim reinkommen wird man direkt vom netten Security-Team begrüßt und nach 2g kontrolliert sehr professionell danach wenn man reinkommt weiß man gar nicht wo man als erstes hingehen soll weil es so viel Sortiment gibt sehr großer und toller Obi mit tollem Security-Team ich komme sehr gerne wieder  bester Baumarkt in Wien beim rausgehen wird man dann noch vom netten Security-Team verabschiedet.;OBI Markt Wien Triester Str.
2022-01-29T01:30:24.895Z;5;;OBI Markt Wien Triester Str.
2022-01-28T22:45:00.479Z;5;;OBI Markt Wien Triester Str.
2022-01-28T18:09:51.798Z;5;;OBI Markt Wien Triester Str.
2022-01-28T14:46:34.469Z;5;Kostenloses Laden fürs E-Auto!;OBI Markt Wien Triester Str.
2022-01-28T14:43:20.617Z;4;;OBI Markt Wien Triester Str.
2022-01-26T07:49:55.882Z;5;Sings and information well ordered, you can find things fast.;OBI Markt Wien Triester Str.
2022-01-25T17:40:16.255Z;5;;OBI Markt Wien Triester Str.
2022-01-25T11:24:22.181Z;3;Good;OBI Markt Wien Triester Str.
2022-01-24T18:43:38.478Z;5;;OBI Markt Wien Triester Str.
2022-01-24T04:30:55.902Z;5;;OBI Markt Wien Triester Str.
2022-01-23T19:05:22.186Z;5;ausgezeichnet;OBI Markt Wien Triester Str.
2022-01-23T08:33:26.435Z;5;;OBI Markt Wien Triester Str.
2022-01-22T17:55:38.669Z;5;Great customer service and help. Come with the right questions though…;OBI Markt Wien Triester Str.
2022-01-21T15:15:33.630Z;5;;OBI Markt Wien Triester Str.
2022-01-21T13:27:34.957Z;5;;OBI Markt Wien Triester Str.
2022-01-19T21:54:09.371Z;1;Mitarbeiter tratschen die ganze Zeit und verstecken sich.;OBI Markt Wien Triester Str.
2022-01-19T20:42:36.804Z;4;;OBI Markt Wien Triester Str.
2022-01-19T06:52:38.828Z;4;;OBI Markt Wien Triester Str.
2022-01-18T18:55:57.504Z;5;;OBI Markt Wien Triester Str.
2022-01-18T14:15:16.419Z;5;Alles was man braucht und gute Beratung;OBI Markt Wien Triester Str.
2022-01-18T06:34:41.620Z;5;;OBI Markt Wien Triester Str.
2022-01-17T10:27:24.411Z;5;Viel Auswahl;OBI Markt Wien Triester Str.
2022-01-15T16:13:38.236Z;3;;OBI Markt Wien Triester Str.
2022-01-15T13:09:14.770Z;1;;OBI Markt Wien Triester Str.
2022-01-15T12:24:37.555Z;5;;OBI Markt Wien Triester Str.
2022-01-15T01:52:48.452Z;5;Sehr netter Service;OBI Markt Wien Triester Str.
2022-01-14T21:49:48.852Z;5;;OBI Markt Wien Triester Str.
2022-01-14T00:44:45.643Z;4;;OBI Markt Wien Triester Str.
2022-01-12T16:48:32.825Z;5;;OBI Markt Wien Triester Str.
2022-01-11T15:05:31.347Z;5;Freundliches Personal;OBI Markt Wien Triester Str.
2022-01-11T13:39:40.474Z;5;Super. Personal ist freundlich und hilfsbereit;OBI Markt Wien Triester Str.
2022-01-11T09:01:48.148Z;4;beste;OBI Markt Wien Triester Str.
2022-01-11T08:37:16.489Z;1;Wer sich nicht sicher ist, ob der Mensch vom Affen abstammt, der muss nur mal kurz zum Obi gehen. In Zeiten der Coronapandemie rennt die Hälfte der Belegschaft und viele der Konsumenten ohne Maske rum. Fachkompetenz existiert hier praktisch nicht. Will man was reservieren, um nicht durch den Laden pilgern zu müssen, wird man zur Warenausgabe ins Untergeschoss geschickt, wo einem dann die falschen Artikel überreicht werden, um dann anschließend, nach langer Wartezeit, erst wieder in das Geschäft rein zu müssen. Prinzipiell ist ein Großteil der Produkte überteuert und das Geschäft wird nur mangels Alternativen im Umkreis aufgesucht.;OBI Markt Wien Triester Str.
2022-01-11T07:39:31.903Z;5;;OBI Markt Wien Triester Str.
2022-01-10T13:39:02.248Z;5;Etwas teuer, aber gut. Hab die Wahre, die nicht gepasst hat problemlos zurückgebracht und das Geld rückerstattet bekommen.;OBI Markt Wien Triester Str.
2022-01-10T11:26:52.622Z;5;Freundlich;OBI Markt Wien Triester Str.
2022-01-10T05:55:25.533Z;5;;OBI Markt Wien Triester Str.
2022-01-09T17:20:36.864Z;5;;OBI Markt Wien Triester Str.
2022-01-09T06:34:05.684Z;4;;OBI Markt Wien Triester Str.
2022-01-08T12:27:05.180Z;5;;OBI Markt Wien Triester Str.
2022-01-06T19:45:18.224Z;5;;OBI Markt Wien Triester Str.
2022-01-05T21:58:19.419Z;5;;OBI Markt Wien Triester Str.
2022-01-05T19:58:35.463Z;5;;OBI Markt Wien Triester Str.
2022-01-05T18:53:35.988Z;4;;OBI Markt Wien Triester Str.
2022-01-05T18:01:49.667Z;4;;OBI Markt Wien Triester Str.
2022-01-05T17:00:16.225Z;5;;OBI Markt Wien Triester Str.
2022-01-05T11:11:42.461Z;5;Alles gleich gefunden und wie bei Obi gewohnte auswahl;OBI Markt Wien Triester Str.
2022-01-05T02:56:13.983Z;5;;OBI Markt Wien Triester Str.
2022-01-04T08:08:50.340Z;5;;OBI Markt Wien Triester Str.
2022-01-04T06:56:51.897Z;5;"Gut sortierter Baumarkt auf 2 Etagen. Man findet so ziemlich alles. Meine letzten Einkäufe gingen reibungslos über die Bühne daher auch die 5 Sterne. Wenn's mal etwas zu bemängeln gibt dann werde ich dies auch hier nachträglich ergänzen.
Was vielleicht noch zu erwähnen ist, sind die unterschiedlichen Preise innerhalb der OBI Märkte. Ein vorheriger Preischeck auf der Onlineseite von OBI kann sich daher lohnen.";OBI Markt Wien Triester Str.
2022-01-03T21:14:55.849Z;5;;OBI Markt Wien Triester Str.
2022-01-03T12:28:05.404Z;5;;OBI Markt Wien Triester Str.
2022-01-03T12:02:33.671Z;2;Kein guter Service;OBI Markt Wien Triester Str.
2022-01-03T11:09:02.491Z;3;Großes Sortiment, aber auch Grüße Schwankung bei der Freundlichkeit — viele Mitarbeiter*innen sind hilfsbereit und freundlich, aber viele auch nicht. Da möchte man als Kunde hat nicht erst Hilfe anfragen sondern liebe gehen. Schade!;OBI Markt Wien Triester Str.
2022-01-01T19:41:06.693Z;5;;OBI Markt Wien Triester Str.
2022-01-01T09:16:05.965Z;5;Große Auswahl, super Kundenfreundlich und sehr hell.;OBI Markt Wien Triester Str.
2022-01-01T02:02:08.702Z;5;;OBI Markt Wien Triester Str.
2021-12-31T23:54:11.009Z;4;???? ?? ?? ??????? ?? ??? ??????? ?? ??????;OBI Markt Wien Triester Str.
2021-12-31T08:14:05.366Z;5;;OBI Markt Wien Triester Str.
2021-12-30T22:59:32.257Z;5;Perfekt;OBI Markt Wien Triester Str.
2021-12-29T16:35:51.257Z;5;Sehr kompetente und freundliche Beratung in der Gartenabteilung! Fr.Höfler hat uns sehr geholfen!  Danke !;OBI Markt Wien Triester Str.
2021-12-29T16:31:09.842Z;5;Das Gartenparadies ist sooo toll! Frau Uschi hat uns perfekt und sehr nett beraten! Wir kommen definitiv wieder;OBI Markt Wien Triester Str.
2021-12-28T13:53:32.207Z;5;;OBI Markt Wien Triester Str.
2021-12-27T09:28:18.898Z;4;Große Auswahl;OBI Markt Wien Triester Str.
2021-12-26T08:14:55.059Z;4;;OBI Markt Wien Triester Str.
2021-12-25T14:24:48.290Z;4;;OBI Markt Wien Triester Str.
2021-12-23T15:09:36.755Z;5;;OBI Markt Wien Triester Str.
2021-12-22T12:52:38.632Z;4;;OBI Markt Wien Triester Str.
2021-12-22T10:36:46.545Z;5;;OBI Markt Wien Triester Str.
2021-12-21T15:21:57.193Z;4;;OBI Markt Wien Triester Str.
2021-12-21T14:33:59.030Z;5;Super grosse Filiale. Sehr nette und hilfsbereite Mitarbeiter, überhaupt so eine wie mich die kein Plan hat und total unbegabt ist. Bin nur mit dem Foto zu einem Mitarbeiter hingegangen und wurde sehr herzlich beraten. Produkt anschließend auch gekauft! Werde sicher wieder dort hingehen..;OBI Markt Wien Triester Str.
2021-12-20T18:22:54.616Z;5;;OBI Markt Wien Triester Str.
2021-12-19T19:39:30.256Z;1;Blumen riesige Auswahl Service sehr gut;OBI Markt Wien Triester Str.
2021-12-19T14:15:19.867Z;2;Kaminholz war nicht mehr vorhanden. Personal konnte nicht sagen ob das nochmals kommt. Christbäume nicht so billig und nicht frisch.;OBI Markt Wien Triester Str.
2021-12-18T15:52:42.449Z;5;Das Gartenparadies ist top, Herr Marek hat uns sehr gut und freundlich beraten;OBI Markt Wien Triester Str.
2021-12-18T12:55:01.929Z;4;;OBI Markt Wien Triester Str.
2021-12-17T19:28:02.361Z;4;;OBI Markt Wien Triester Str.
2021-12-17T17:37:41.817Z;5;;OBI Markt Wien Triester Str.
2021-12-17T09:01:26.251Z;4;;OBI Markt Wien Triester Str.
2021-12-16T22:27:32.523Z;2;;OBI Markt Wien Triester Str.
2021-12-16T17:25:50.046Z;5;;OBI Markt Wien Triester Str.
2021-12-16T16:52:11.452Z;2;"sortiment ist gering und teurer als bei der konkurrenz, viele warten online verfügbar (jedoch nicht in den märkten), tw. dann aber doch in den märkten vorhanden
die mitarbeiter waren noch nie besonders höflich (wenn man mal welche findet), nur an der kasse sind sie besonders unhöflich - man muss schon dankbar sein hier sein geld lassen zu dürfen
an die Maskenpflicht halten sich ca. 50% der Kunden nicht, was kein wunder ist, da sich genauso wenige Mitarbeiter daran halten - so viel zu „sicheres einkaufen“
Wer nicht wegen der guten anbindung hier ist, sollte lieber 15min stadtauswärts zum Hornbach fahren";OBI Markt Wien Triester Str.
2021-12-16T12:36:01.353Z;5;;OBI Markt Wien Triester Str.
2021-12-16T09:55:27.537Z;5;"Äußerst freundliche MitarbeiterInnen dort: am Infopoint, an der Kassa.... Super! Danke!
Und öffentlich bestens angebunden.";OBI Markt Wien Triester Str.
2021-12-15T17:55:06.596Z;3;Gute Lage aber oftmals zu wenig Ansprechpersonal;OBI Markt Wien Triester Str.
2021-12-15T16:07:20.534Z;4;Wartezeiten bei den Facharbeitern/Kundenservice.;OBI Markt Wien Triester Str.
2021-12-15T12:57:33.912Z;4;;OBI Markt Wien Triester Str.
2021-12-15T12:09:27.768Z;5;Christbaum rasch bedient u d preiswert;OBI Markt Wien Triester Str.
2021-12-14T15:34:13.070Z;5;;OBI Markt Wien Triester Str.
2021-12-14T07:08:23.357Z;5;;OBI Markt Wien Triester Str.
2021-12-13T19:08:19.994Z;5;;OBI Markt Wien Triester Str.
2021-12-13T17:13:10.544Z;5;;OBI Markt Wien Triester Str.
2021-12-13T17:01:58.640Z;4;;OBI Markt Wien Triester Str.
2021-12-13T10:38:26.017Z;4;;OBI Markt Wien Triester Str.
2021-12-12T10:42:47.036Z;5;Super;OBI Markt Wien Triester Str.
2021-12-11T18:49:15.881Z;5;;OBI Markt Wien Triester Str.
2021-12-10T19:52:00.446Z;5;;OBI Markt Wien Triester Str.
2021-12-10T11:24:07.243Z;5;Abholung am Feiertag Click@Collect perfekt funktioniert. Weiter so;OBI Markt Wien Triester Str.
2021-12-10T06:53:21.973Z;4;;OBI Markt Wien Triester Str.
2021-12-09T20:28:27.433Z;1;"Einmal hier etwas bestellt und nie wieder! Nachdem die Email kam, dass die Ware abholbereit ist, wollten wir unsere bestellen Sachen abholen. Es war nicht einmal annähernd alles hergerichtet und nachdem wir eine halbe Stunde gewartet haben, wurde uns mitgeteilt, dass leider nicht mehr genug lagernd ist.
Leider hat es auch die Schichtleitung nicht geschafft eine Lösung für uns zu finden. Schade. Ich wollte die Sachen eigentlich nicht online bestellen, sondern bei einem lokalen Geschäft kaufen. Werden wir in Zukunft nicht mehr machen, zumindest nicht in dieser Obi filiale.";OBI Markt Wien Triester Str.
2021-12-09T06:11:28.381Z;5;Bestens;OBI Markt Wien Triester Str.
2021-12-08T16:57:41.032Z;2;"Grundsätzlich ein gut sortierter Markt, aber Click & Collect ist eine Katastrophe. Nur EINE (sehr freundliche) Dame kümmert sich darum, die Rechnungen der Kunden auszudrucken und diese zu kassieren.  Demnach ist die Schlange sehr lang. Die Mitarbeiter bei der Warenausgabe (Tiefgarage) sind unfreundlich und genervt, eilig haben sie es trotz dutzenden wartenden Kunden nicht. Außerdem trägt kaum ein Angestellter seine Maske (richtig). Die Mitarbeiter schaffen es offenbar nicht, die Online-Bestellung ordentlich vorzubereiten. Nicht nur bei mir fehlten Produkte, auch bei Personen vor und hinter mir in der Schlange waren die Bestellungen nicht vollständig. Wenn man darauf hinweist wird man genervt angeschnaubt und wartet erneut; in meinem Fall wurden 2x die falschen Produkte geholt, bis ich endlich das bekommen habe, das ich bestellt und bezahlt hatte. Und das obwohl ich schon Stunden davor per Mail darüber informiert wurde, dass die Ware abholbereit ist. Dann bekommt man nicht einmal eine Entschuldigung. Insgesamt stand ich über eine Stunde im Markt.";OBI Markt Wien Triester Str.
2021-12-08T15:28:02.373Z;5;;OBI Markt Wien Triester Str.
2021-12-08T01:35:30.972Z;2;;OBI Markt Wien Triester Str.
2021-12-07T15:44:16.859Z;5;...sehr großer Baumarkt, wo man leider vor einer halben Stunde nicht rauskommt, weil ein SO reichhaltiges Warenangebot vorhanden ist.;OBI Markt Wien Triester Str.
2021-12-07T11:38:49.730Z;5;;OBI Markt Wien Triester Str.
2021-12-06T18:25:17.365Z;3;;OBI Markt Wien Triester Str.
2021-12-06T03:55:47.643Z;3;Gut sortierter obi markt Mitarbeiter könnten es hilfsbereiter sein. Sonst gut;OBI Markt Wien Triester Str.
2021-12-05T23:49:51.204Z;5;;OBI Markt Wien Triester Str.
2021-12-03T09:06:13.020Z;5;Dobro snabdeveni.Cene pristupacne;OBI Markt Wien Triester Str.
2021-12-03T08:20:48.173Z;4;;OBI Markt Wien Triester Str.
2021-12-02T11:57:31.957Z;5;Greta place;OBI Markt Wien Triester Str.
2021-12-01T21:06:39.300Z;5;;OBI Markt Wien Triester Str.
2021-11-30T22:24:51.028Z;4;;OBI Markt Wien Triester Str.
2021-11-30T10:39:48.331Z;5;;OBI Markt Wien Triester Str.
2021-11-29T17:44:51.424Z;1;I ordered something to be picked up and in the email it said I can pick it up until 7pm… I made a long journey to come here and the security guard told me that they closed at 6.30pm. Very bad communication management.;OBI Markt Wien Triester Str.
2021-11-29T13:03:31.553Z;5;;OBI Markt Wien Triester Str.
2021-11-29T12:02:02.631Z;5;;OBI Markt Wien Triester Str.
2021-11-26T12:48:36.595Z;5;;OBI Markt Wien Triester Str.
2021-11-26T05:17:11.579Z;4;;OBI Markt Wien Triester Str.
2021-11-25T18:36:38.650Z;5;I love this place. I build a lot of rand stuff and this helps for the time im in a pinch and need something fast. I just wish they would have Dewalt tools.;OBI Markt Wien Triester Str.
2021-11-20T17:14:53.831Z;5;;OBI Markt Wien Triester Str.
2021-11-19T22:23:06.694Z;1;You order online, pay in the store and then they don't have it...;OBI Markt Wien Triester Str.
2021-11-19T19:15:42.416Z;4;Irre, wie groß und was es dort alles gibt! Jedenfalls haben wir gefunden, was wir suchten...;OBI Markt Wien Triester Str.
2021-11-19T14:21:32.164Z;4;"Habe alles was ich brauchte gefunden.
Es war alles vorrätig. Viele Kassen offen.";OBI Markt Wien Triester Str.
2021-11-19T12:36:17.834Z;3;OBi;OBI Markt Wien Triester Str.
2021-11-19T06:35:24.225Z;3;Kasiererin kein Bitte und Danke,  kein Guten Tag und Aufwiedersehen. Naja Typisch Stadt. Keine Freundlichkeit vorhanden. Obwohl man selbst Guten Tag gesagt hat und sich aich bedankt hat. Tritzdem kein mux...;OBI Markt Wien Triester Str.
2021-11-18T20:40:37.806Z;4;;OBI Markt Wien Triester Str.
2021-11-18T17:10:19.330Z;5;;OBI Markt Wien Triester Str.
2021-11-18T05:30:08.653Z;5;Gut sortiert, freundlich.;OBI Markt Wien Triester Str.
2021-11-16T17:38:29.007Z;1;Der Umgang mit dem Mitarbeiter war sehr schlecht, niemand wurde respektiert;OBI Markt Wien Triester Str.
2021-11-16T17:20:57.801Z;5;;OBI Markt Wien Triester Str.
2021-11-16T13:54:13.597Z;3;"Ich gehe oft zu diesem OBI, weil es in meiner Nähe ist und die Ware  ist ausgezeichnet,
nur das Personal ist aus irgendeinem Grund wenig oder sehr beschäftigt, ....? - aber nach langem Suchen, wenn wir Glück haben und genug Geduld noch dazu, dann könnte  jemand auftauchen.
Mehrere Käufer, wollten Informationen fragen, aber war niemand in der Nähe, wer hätte geholfen und  wir beim suchen der Ware, als wir uns trafen, immer gefragt: hast  noch keinen Verkäufer gefunden?
Dies sollte verbessert werden!";OBI Markt Wien Triester Str.
2021-11-16T09:35:42.577Z;5;;OBI Markt Wien Triester Str.
2021-11-16T09:29:20.713Z;3;;OBI Markt Wien Triester Str.
2021-11-14T13:23:09.310Z;5;;OBI Markt Wien Triester Str.
2021-11-14T04:31:49.922Z;5;;OBI Markt Wien Triester Str.
2021-11-13T23:09:23.542Z;5;;OBI Markt Wien Triester Str.
2021-11-13T14:14:56.934Z;4;;OBI Markt Wien Triester Str.
2021-11-13T08:53:58.325Z;4;;OBI Markt Wien Triester Str.
2021-11-12T18:22:11.199Z;4;Hier gibt's praktisch alles. Gute Schneideservice.;OBI Markt Wien Triester Str.
2021-11-12T12:54:46.081Z;4;;OBI Markt Wien Triester Str.
2021-11-12T10:35:19.493Z;5;;OBI Markt Wien Triester Str.
2021-11-12T08:02:41.230Z;5;????;OBI Markt Wien Triester Str.
2021-11-11T21:58:49.911Z;4;;OBI Markt Wien Triester Str.
2021-11-11T09:06:12.714Z;5;;OBI Markt Wien Triester Str.
2021-11-11T00:30:08.334Z;5;Da bekommt man wirklich alles.Nettes Personal und hilfsbereit.;OBI Markt Wien Triester Str.
2021-11-10T17:18:42.236Z;5;;OBI Markt Wien Triester Str.
2021-11-10T17:11:39.653Z;3;;OBI Markt Wien Triester Str.
2021-11-09T18:59:06.060Z;5;;OBI Markt Wien Triester Str.
2021-11-09T17:36:11.337Z;5;;OBI Markt Wien Triester Str.
2021-11-09T14:35:10.235Z;5;;OBI Markt Wien Triester Str.
2021-11-09T10:29:46.692Z;5;;OBI Markt Wien Triester Str.
2021-11-09T06:14:50.872Z;3;Unfreundliches Personal;OBI Markt Wien Triester Str.
2021-11-08T18:49:51.266Z;5;;OBI Markt Wien Triester Str.
2021-11-07T15:28:57.364Z;5;;OBI Markt Wien Triester Str.
2021-11-07T07:11:40.791Z;4;Eine großer und doch sehr zentral gelegene Baumarkt;OBI Markt Wien Triester Str.
2021-11-06T20:07:43.565Z;3;es ist gut angelegt mit dem Auto hin;OBI Markt Wien Triester Str.
2021-11-06T19:42:13.474Z;4;Bought some tools. A good tools shop;OBI Markt Wien Triester Str.
2021-11-06T00:23:23.612Z;4;;OBI Markt Wien Triester Str.
2021-11-04T14:25:42.240Z;3;Mir persönlich sehr unübersichtlich das Personal zu suchen ist aufwendig;OBI Markt Wien Triester Str.
2021-11-04T09:57:39.448Z;5;Gute und nette Beratung;OBI Markt Wien Triester Str.
2021-11-03T13:31:24.999Z;2;Ich weiß es ist viel los in dieser Geschäft aber wenn ich auf die Beratung ca. 20 min warten muss (vollkommen acceptable von mir) dann erwarte ich ein nette Bedienung und nicht weiter geschickt zum nächsten Kollegen wo er/sie auch beschäftigt ist und muss dort wieder warten  Um groß und ganzen, das Geschäft braucht Verbesserungen aufs Grund vom Personal. Alles andere passt vollkommen.;OBI Markt Wien Triester Str.
2021-11-03T12:44:21.384Z;1;;OBI Markt Wien Triester Str.
2021-11-02T17:19:46.332Z;5;Ok;OBI Markt Wien Triester Str.
2021-11-02T11:40:12.334Z;5;;OBI Markt Wien Triester Str.
2021-11-01T17:21:22.750Z;5;;OBI Markt Wien Triester Str.
2021-10-30T21:50:41.634Z;5;;OBI Markt Wien Triester Str.
2021-10-30T18:10:58.732Z;4;;OBI Markt Wien Triester Str.
2021-10-30T15:14:59.210Z;5;;OBI Markt Wien Triester Str.
2021-10-30T13:47:43.229Z;5;Wie immer sehr freundliches personal 10/10;OBI Markt Wien Triester Str.
2021-10-30T11:33:55.545Z;1;Unhöfflichste Mitarbeiter hier! Nie wieder;OBI Markt Wien Triester Str.
2021-10-30T09:04:29.696Z;4;Kompetente Verkäufer finden ist genauso wie die Nadel im Heuhaufen .... beim Mitbewerber auch nicht besser;OBI Markt Wien Triester Str.
2021-10-29T12:36:35.083Z;5;Alles geortnet! Auswahl gross! Personal freundlich!;OBI Markt Wien Triester Str.
2021-10-29T11:12:50.593Z;3;;OBI Markt Wien Triester Str.
2021-10-29T03:33:29.995Z;5;Sehr freundliches Personal.;OBI Markt Wien Triester Str.
2021-10-28T12:02:03.076Z;4;;OBI Markt Wien Triester Str.
2021-10-27T20:09:09.833Z;5;Bezüglich Propangas Flasche Tausch problemlos sofern man die richtige Marke hat ...;OBI Markt Wien Triester Str.
2021-10-27T18:10:59.685Z;5;???? ??? ???? ?? ??;OBI Markt Wien Triester Str.
2021-10-27T16:13:11.224Z;3;Du kriegst kaum Personal zur Hilfe wenn du eine brauchst,man hat fast das Gefühl die verstecken sich wenn sie deinen suchenden Blick bemerken und wenn sie nicht mehr weg kommen heisst es immer, da vorne ist ein Kollege der Ihnen weiterhilft ,gehört wirklich schnellsten reagiert denn dieser Zustand ist nicht erst seit gestern lg.m;OBI Markt Wien Triester Str.
2021-10-27T14:30:40.016Z;2;???? ???????? ???????, ???????? ?? ???????????, ???????? ?????? ???? ?????.;OBI Markt Wien Triester Str.
2021-10-26T12:26:34.535Z;5;??? ???? ??? ???? ?? ?????? ??? ???????? ?????? ???? ???????? ????????? ????????? ????????? ????????? ??????? ??? ?????? ??????.;OBI Markt Wien Triester Str.
2021-10-26T12:07:25.128Z;5;Kompetenter Personal, gute Auswahl an Produkten.;OBI Markt Wien Triester Str.
2021-10-26T07:17:25.663Z;3;;OBI Markt Wien Triester Str.
2021-10-25T18:09:10.479Z;4;;OBI Markt Wien Triester Str.
2021-10-25T11:06:59.878Z;5;??? ???;OBI Markt Wien Triester Str.
2021-10-24T19:22:31.480Z;4;;OBI Markt Wien Triester Str.
2021-10-23T20:30:41.679Z;4;;OBI Markt Wien Triester Str.
2021-10-23T14:25:11.796Z;5;;OBI Markt Wien Triester Str.
2021-10-22T19:03:04.944Z;5;;OBI Markt Wien Triester Str.
2021-10-22T14:23:48.675Z;4;Echt alle super freundlich;OBI Markt Wien Triester Str.
2021-10-22T12:12:21.099Z;5;;OBI Markt Wien Triester Str.
2021-10-22T11:54:30.667Z;4;;OBI Markt Wien Triester Str.
2021-10-21T14:33:20.785Z;5;Alles  okay  !;OBI Markt Wien Triester Str.
2021-10-21T11:10:48.069Z;5;"Africasiaeuro Review - Best Home improvement store in Vienna. You can find if not everything - almost all items needed for your home.
The list is extensive from garden tools to the tiniest screw.
Great job - 5 Stars rating";OBI Markt Wien Triester Str.
2021-10-21T08:09:34.262Z;4;"Sehr gute Beratung
...besonders in der Sanitäterabteilumg";OBI Markt Wien Triester Str.
2021-10-20T08:13:06.128Z;5;Sehr viel Auswahl.;OBI Markt Wien Triester Str.
2021-10-20T05:44:18.090Z;4;;OBI Markt Wien Triester Str.
2021-10-19T18:58:03.945Z;2;Zu wenig Personal;OBI Markt Wien Triester Str.
2021-10-19T16:32:08.802Z;5;;OBI Markt Wien Triester Str.
2021-10-19T15:34:03.406Z;5;;OBI Markt Wien Triester Str.
2021-10-19T10:45:52.343Z;5;;OBI Markt Wien Triester Str.
2021-10-19T10:41:12.941Z;5;You can always find what you need at Obi but this one specifically has more variety;OBI Markt Wien Triester Str.
2021-10-19T05:36:14.701Z;4;;OBI Markt Wien Triester Str.
2021-10-18T15:06:56.105Z;4;;OBI Markt Wien Triester Str.
2021-10-18T10:45:35.705Z;3;;OBI Markt Wien Triester Str.
2021-10-18T08:24:23.904Z;3;;OBI Markt Wien Triester Str.
2021-10-17T06:37:49.671Z;4;Für Beratung muss man genug Zeit mitnehmen;OBI Markt Wien Triester Str.
2021-10-16T19:24:04.175Z;3;Der Infostand am Eingang ist ja eigentlich eine gute Idee aber man sollte dort einen Mitarbeiter hinsetzen der auch wirklich weiß wo was zu finden ist sonst bringt das nicht viel. Außerdem rennen die meisten Mitarbeiter mit der Maske unter der Nase durchs Geschäft.;OBI Markt Wien Triester Str.
2021-10-16T16:23:01.691Z;1;;OBI Markt Wien Triester Str.
2021-10-16T12:36:20.357Z;5;;OBI Markt Wien Triester Str.
2021-10-15T21:27:11.056Z;5;;OBI Markt Wien Triester Str.
2021-10-15T12:23:29.699Z;4;Obi halt;OBI Markt Wien Triester Str.
2021-10-14T21:16:12.646Z;4;their items kinda more expensive compiar to the other stores.;OBI Markt Wien Triester Str.
2021-10-14T17:04:02.505Z;5;;OBI Markt Wien Triester Str.
2021-10-14T14:35:59.367Z;5;O loca?ie unde g?se?ti orice ai nevoie ptr casa ta!;OBI Markt Wien Triester Str.
2021-10-14T04:10:42.507Z;4;;OBI Markt Wien Triester Str.
2021-10-13T16:41:42.312Z;5;Gut;OBI Markt Wien Triester Str.
2021-10-13T13:56:34.711Z;4;;OBI Markt Wien Triester Str.
2021-10-12T12:27:47.542Z;5;;OBI Markt Wien Triester Str.
2021-10-11T19:19:33.787Z;5;;OBI Markt Wien Triester Str.
2021-10-11T15:18:11.332Z;5;;OBI Markt Wien Triester Str.
2021-10-11T08:45:38.839Z;5;"Typischer Obi.
Große Grünpflanzen Auswahl.
Innen- und Übertöpfe in Hülle und Fülle.
Hilfsbereites Personal.
Fliegengitter und Planzenkletterhilfen wurden von uns auch eingekauft.";OBI Markt Wien Triester Str.
2021-10-10T04:02:16.070Z;5;Riesig u gute Fachleute;OBI Markt Wien Triester Str.
2021-10-09T20:36:58.897Z;5;;OBI Markt Wien Triester Str.
2021-10-09T18:57:45.756Z;5;;OBI Markt Wien Triester Str.
2021-10-09T16:13:56.653Z;5;;OBI Markt Wien Triester Str.
2021-10-09T11:26:09.370Z;5;;OBI Markt Wien Triester Str.
2021-10-09T00:51:48.024Z;5;??? ???;OBI Markt Wien Triester Str.
2021-10-08T12:07:35.535Z;5;;OBI Markt Wien Triester Str.
2021-10-08T12:04:01.164Z;5;Found everything quickly, cashier was quick, too.;OBI Markt Wien Triester Str.
2021-10-08T09:01:38.089Z;5;;OBI Markt Wien Triester Str.
2021-10-07T07:27:29.004Z;5;Großer Baumarkt, hier gibt es alles.;OBI Markt Wien Triester Str.
2021-10-07T02:44:31.283Z;5;;OBI Markt Wien Triester Str.
2021-10-06T15:39:05.689Z;4;;OBI Markt Wien Triester Str.
2021-10-06T11:55:15.789Z;5;;OBI Markt Wien Triester Str.
2021-10-04T21:05:23.581Z;4;;OBI Markt Wien Triester Str.
