likesCount;publishedAtDate;stars;text;title
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
0;2022-10-14T11:06:22.821Z;5;100% best kebab in Vienna;FERHAT D?NER
0;2022-10-13T21:43:03.708Z;2;Ich dachte mir schon, dass der D?ner dort ?berbewertet ist. Als ich ihn aber probiert habe, wurde ich doch sogar dar?ber hinaus entt?uscht. Das Fleisch ist super labbrig und 0 knusprig. Geschmacklich ist es okay, da man etwas die Feuer-Aromen schmeckt, die Konsistenz macht das aber wieder alles kaputt. D?ner wird lieblos zusammengehaut, sodass die Zutaten nicht gut durchmischt sind. Das Brot ist halt basic und nichts Besonderes, k?nnte genauso gut aus der Spar Backabteilung sein. Es gibt kaum Zutaten, weshalb er D?ner auch sehr langweilig schmeckt (ist halt wohl auch so gewollt so basic wie nur m?glich zu sein). Am Ende ist der perfekte D?ner eine subjektive Sache, bin aber der Meinung, dass es bei weitem bessere D?ner in Wien gibt, wo man mehrere Zutaten bekommt (mehr Gem?se, mehr Saucen), das Brot als auch das Fleisch knusprig sind usw.;
;;;;
0;2022-10-13T15:07:52.957Z;5;;FERHAT D?NER
2;2022-10-13T13:06:36.137Z;5;Premium Fleisch und frisches homemade Brot;
;;;;
1;2022-10-13T12:32:17.721Z;5;D?ner mega lecker! Man schmeckt das tolle Rindfleisch?. Wir waren begeistert sind extra durch die Bewertungen hier her gekommen . Immer wieder gerne;FERHAT D?NER
0;2022-10-13T07:16:11.112Z;5;;FERHAT D?NER
0;2022-10-12T13:58:30.823Z;5;;FERHAT D?NER
0;2022-10-12T13:52:46.428Z;5;;FERHAT D?NER
2;2022-10-11T16:39:22.397Z;4;Als ich an diesem Renommierten ?Palast des Genusses? ankam musste ich erstmal ca. 20 Minuten anstehen. Dies hatte ich jedoch bereits erwartet, aufgrund medialer Bekanntheit sowie den direkten Erfahrungsbericht eines guten Freundes. Als dann meine Moment gekommen ist bestellte ich einen D?ner Sandwich 120g, ohne scharf ein bisschen So?e. Die So?e die sich anschlie?end auf meinen Kebab befand, war eher ?berdurchschnittlich viel. Dies wirkte sich auch leider negativ auf mein Geschmackserlebnis aus. Das Brot war angenehm, guter Geschmack und Konsistenz, der Salat normaler Standart( hier hatte ich mir ein besseres Geschmackserlebnis gew?nscht, bzw. Erwartet!) Das Fleisch war wirklich vorz?glich, ein Geschmack ungleich jedem anderem D?ner den ich kenne. Umso bedauerlich ich jedoch die Situation mit der So?e, da ich ja wirklich nur ein bisschen haben wollte.;FERHAT D?NER
2;2022-10-11T15:20:42.962Z;1;Absolut grauenvoller Service. Bestellungen vertauscht und dann noch die halbe Fleischportion in das Sandwich wenn man f?r die doppelte bezahlt hat.;FERHAT D?NER
3;2022-10-11T12:56:13.644Z;5;;FERHAT D?NER
1;2022-10-11T11:44:35.757Z;4;Amazing and delicious taste ??;FERHAT D?NER
0;2022-10-11T11:04:35.115Z;5;;FERHAT D?NER
0;2022-10-11T07:21:49.517Z;5;;FERHAT D?NER
0;2022-10-10T21:06:58.115Z;5;;FERHAT D?NER
1;2022-10-10T20:29:17.601Z;5;Sowohl Fleisch als auch Brot & Fladen selbst gemacht und von unglaublicher Qualit?t! 100% Rindfleisch, Mehl f?r die Brote/Fladen aus ?sterreich und auf offener Flamme zubereitet. Gibt einen noch nie zuvor gekannten einzigartig rauchigen Geschmack????;
;;;;
0;2022-10-10T18:33:28.632Z;5;;FERHAT D?NER
2;2022-10-10T17:17:46.633Z;4;Es war wirklich der beste D?ner den ich je gegessen habe. Wir mussten 35 Minuten warten. Preise sind f?r das gemachte gut aber doch hoch. Ich find man muss es erlebt haben;FERHAT D?NER
0;2022-10-10T16:20:55.114Z;5;;FERHAT D?NER
1;2022-10-10T15:36:26.457Z;5;Apsolutno najbolji kebab u Austriji a vjerojatno i na potezu do Njemacke. Onaj koji jede one smrdljive balkanske pastete njima ovaj kebab nece biti dobar a to je zato jer su navikli na zacinjeno lose mljeveno meso. Izvrstan domaci kruh i svjeze sve;FERHAT D?NER
0;2022-10-10T14:08:06.480Z;3;Diwan hat seit Jahren das gleiche Konzept, holzkohle und Rindfleisch, und ist. Aber nicht so teuer.;
;;;;
1;2022-10-10T12:33:22.951Z;5;Wirklich bester D?ner ?berhaupt!;FERHAT D?NER
0;2022-10-10T11:26:55.026Z;4;Eine zu lange Warteschlange f?r einen sehr guten Kebab. Mir pers?nlich ist es die Wartezeit nicht wert.;FERHAT D?NER
1;2022-10-10T11:20:27.173Z;5;Wirklich der beste D?ner. Ich komme aus Berlin und von der Qualit?t kommt nichts an diesen D?ner ran! Bitte komm nach Berlin Ferhat!;FERHAT D?NER
0;2022-10-10T10:34:53.252Z;4;Bom pre?o sempre cheio;FERHAT D?NER
1;2022-10-10T01:01:12.234Z;5;??;FERHAT D?NER
0;2022-10-09T23:04:38.132Z;2;;FERHAT D?NER
1;2022-10-09T22:15:04.832Z;5;Ich kann D?ner allgemein schlecht beurteilen, da ich meistens Falafel esse und selten D?ner mit Fleisch probiert habe, aber die Beliebtheit dieses D?ners und auch der Geschmack sprechen daf?r, dass es sich um den besten D?ner ?berhaupt handelt. D?nerbrot anders als in Deutschland eher eine Baguettesemmel, die aber selbst gemacht sch?n knusprig und gleichzeitig weich daherkommt. Die Fleischf?llung, die in verschiedenen Grammangaben erfolgen kann, ist mit 120 Gramm, was das Minimum darstellt, aus meiner Sicht schon vollst?ndig ausreichend. Zudem typische Salatauswahl, die es bei jedem anderem D?ner auch gibt, abgerundet von Joghurtsauce und scharf. Ferhat selbst empfiehlt die Sauce wegzulassen, um den originalen Geschmack des D?ners und des Fleisches noch mehr zuzulassen. Das soll ehrlich gesagt je nach Gusto jeder selbst entscheiden. Alles in allem ein klasse D?ner, der mit 5,60 Euro noch immer g?nstiger ist als die meisten D?ner in M?nchen und dessen Fleisch und Gesamtwerk sicher eines der besten im deutschsprachigen Raum ?berhaupt darstellen.;FERHAT D?NER
0;2022-10-09T19:44:12.040Z;5;;FERHAT D?NER
2;2022-10-09T12:31:09.396Z;5;Olagan ustu;FERHAT D?NER
29;2022-10-09T00:06:17.528Z;5;Ferhat D?ner ist das beste D?ner Sandwich, den ich bis dato gegessen habe und das mit mit gigantischen Abstand!;
;;;;
;;;;
0;2022-10-08T20:37:58.375Z;5;;FERHAT D?NER
1;2022-10-08T20:11:22.267Z;5;Wirklich der beste D?ner den ich je gegessen habe!;FERHAT D?NER
0;2022-10-08T19:08:58.558Z;4;;FERHAT D?NER
1;2022-10-08T19:07:52.549Z;5;Best kebab i have ever had. Take a big size in case you are really hungry.;FERHAT D?NER
1;2022-10-08T17:41:50.733Z;5;Der beste D?nerladen der Welt!;FERHAT D?NER
0;2022-10-08T17:02:49.593Z;2;Eh i?te;FERHAT D?NER
1;2022-10-08T09:45:59.269Z;5;Warteschlange war 30 min aber d?r?m ist einmalig;FERHAT D?NER
0;2022-10-08T07:59:07.071Z;5;;FERHAT D?NER
8;2022-10-08T07:56:52.286Z;1;Gebacken auf Holz und plus dazu selbstgebackenem Brot.;
;;;;
;;;;
;;;;
;;;;
0;2022-10-08T07:43:13.583Z;5;;FERHAT D?NER
1;2022-10-07T15:17:11.010Z;5;S?per d?ner aber zu lange Wartezeit ??;FERHAT D?NER
1;2022-10-07T11:31:06.091Z;5;??????? ?????;FERHAT D?NER
1;2022-10-07T11:16:37.878Z;4;Einer der besten D?ner Wiens  ohne Zweifel. Besonders hervorsticht das k?stliche, mittels Holzkohle gegrillte Lammfleisch und der stets frische, knusprige Fladen. Beim Salat bemerkt man auch das die Zutaten sorgf?ltig ausgew?hlt werden. Mein einziger Mengel am D?ner selbst ist die sehr d?nnfl??ige Sauce, welche etwas Geschmackarm ist. Ich kann mir gut vorstellen das dies so beabsichtigt ist, mein Geschmack trifft es jedoch leider nicht. Desweitern ist das Personal freundlich, die Wartezeiten dem Andrang entsprechend.;FERHAT D?NER
0;2022-10-06T14:49:22.657Z;1;;FERHAT D?NER
0;2022-10-05T20:30:43.162Z;5;;FERHAT D?NER
1;2022-10-05T19:49:15.965Z;5;Lecker, nur zu empfehlen.;
;;;;
;;;;
0;2022-10-05T17:36:23.300Z;4;;FERHAT D?NER
2;2022-10-05T17:06:23.651Z;5;Dieser viel gehypte D?ner musste endlich probiert werden. Das Fleisch war vermutlich das beste, das ich gegessen habe. Es war nur leicht gew?rzt, aber ich finde mehr hat es auch nicht gebraucht, da es super geschmeckt hat.;
;;;;
5;2022-10-05T15:32:22.417Z;5;Das beste D?nerfleisch ever. Wer in Wien ist muss Ferhat D?ner auf seine Liste setzen, Steak vom Spie? ?? Wartezeit einplanen hier steppt der B?r, die Leute wissen was gut ist.;FERHAT D?NER
0;2022-10-05T14:20:43.146Z;5;Das Fleisch ist zart und lecker, man sollte das wie der Inhaber es empfiehlt ohne Salat und Sauce essen;FERHAT D?NER
0;2022-10-05T11:07:12.436Z;5;;FERHAT D?NER
4;2022-10-05T06:04:26.708Z;1;Leider war das die gr??te Ent?uschung f?r mich in Wien. Und du liest wieder mal w?hrend du dort in der Schlange stehst und fragst dich ob es sich lohnt solange anzustehen !;
;;;;
1;2022-10-04T21:47:25.623Z;5;Ich gebe sonst nie Bewertungen ab, aber dieser D?ner ist ist pure Magie!;FERHAT D?NER
4;2022-10-04T19:02:37.628Z;5;The kebab is really good, the meat was extremely good!;FERHAT D?NER
0;2022-10-04T18:57:36.138Z;5;Uff bester D?ner ?sterreichs mit Abstand nur durch manche Berliner topbar;FERHAT D?NER
2;2022-10-04T16:28:18.706Z;3;Gehyptes D?ner-Lokal. Meist lange Warteschlange f?r ein D?ner welches bei gew?hnlicher Fleischmenge ?ber 10? kostet.;
;;;;
;;;;
0;2022-10-04T16:26:35.675Z;1;;FERHAT D?NER
0;2022-10-04T15:07:20.752Z;5;;FERHAT D?NER
3;2022-10-04T11:57:04.201Z;5;Sauberer Laden , Service perfekt abgestimmt, ?ber die Qualit?t braucht man nicht diskutieren. Auch diese riesen Fleischspie?e am Holzfeuer ist schon beeindruckend. Das Brot ist wie ein gro?es Br?tchen, knusprig und sehr lecker. Der pure  Geschmack ohne Gew?rze ist gew?nscht um mit der Qualit?t vom Fleisch zu ?berzeugen. Die scharfe Paste , Salat und Joghurt So?e.  Das alles f?hrt zu einem tollen Endergebnis;
;;;;
0;2022-10-04T11:55:37.183Z;5;;FERHAT D?NER
0;2022-10-03T18:41:45.463Z;5;;FERHAT D?NER
0;2022-10-03T11:23:22.599Z;5;;FERHAT D?NER
2;2022-10-02T19:57:03.735Z;1;?bertrieben!!!!;FERHAT D?NER
3;2022-10-02T17:25:18.565Z;5;A must-try! We ordered both D?ner Sandwich and D?r?m (120g) and we enjoyed them very much. The 2 d?ner were stuffed generously with plenty of ingredients on top of the meat. The meat is 100% halal beef and was extremely tender and flavorful. We asked for a light amount of sauce so it would not overshadow the taste of the meat. People are kind and service is quite fast in spite of the wait.;FERHAT D?NER
2;2022-10-01T20:29:24.088Z;5;Das warten hat sich gelohnt?.Definitiv.immer wieder gerne;FERHAT D?NER
2;2022-10-01T19:27:10.554Z;1;ihr habt den von canbroke besser gemacht f?r werbung :/ gebe wien auf;FERHAT D?NER
0;2022-10-01T17:30:54.594Z;5;;FERHAT D?NER
3;2022-10-01T14:32:09.976Z;2;Too much overrated;
;;;;
2;2022-10-01T13:18:24.325Z;5;"Fahr 2 mal im Jahr aus Mannheim beruflich nach Wien. Jedesmal komm ich bei Ferhat vorbei D?ner Essen! Es ist echt mega gut hier. Ihr fehlt bei uns in "" Little Istanbul """;FERHAT D?NER
0;2022-10-01T11:37:24.387Z;5;;FERHAT D?NER
0;2022-10-01T10:39:55.932Z;1;;FERHAT D?NER
1;2022-10-01T10:17:50.171Z;5;Ger?ekten d?neri harika;FERHAT D?NER
0;2022-10-01T08:18:10.955Z;5;;FERHAT D?NER
2;2022-09-30T18:10:12.543Z;5;Einfsch gewaltige Qualit?t! Best in Town;FERHAT D?NER
1;2022-09-30T12:48:56.605Z;2;Overrated;FERHAT D?NER
1;2022-09-30T10:25:02.662Z;5;?ok be?endim ?. Tad? g?zel ve Hersey iyiydi. g?ler y?zl? personel ??;FERHAT D?NER
1;2022-09-29T19:18:58.295Z;5;Der leckerste D?ner, den ich bis jetzt gegessen habe! Super nettes Personal!;FERHAT D?NER
3;2022-09-29T18:37:26.490Z;1;Fu?g?ngerzone t?glich von U-Bahn-Station Keplerplatz bis Landgutgasse mit Ferhat-Papier und -Servietten extrem verdreckt.;
;;;;
3;2022-09-29T12:08:36.421Z;1;Bin auch hin, weil der Laden ziemlich gehyped wird, war jedoch total entt?uscht! Nach mehr als 20 Minuten anstellen gibts einen hausgemachten D?r?mfladen (der war das einzig gute!!) mit eher geschmacklosem Fleisch und das alles f?r einen ?berteuerten Preis. Tut mir Leid, aber ich bleib bei meinem D?nerladen nebenan.;FERHAT D?NER
2;2022-09-29T08:59:57.771Z;3;Wie alle anderen auch...;FERHAT D?NER
3;2022-09-29T07:08:46.700Z;1;Ich verstehe nicht, warum sich hier die Menschen stundenlang anstellen, nur um zu Tode gegrilltes Fleisch zwischen 2 Weckerlh?lften zu ergattern. Irgendwie scheint das unw?rdig?;FERHAT D?NER
0;2022-09-29T04:39:04.500Z;4;;FERHAT D?NER
0;2022-09-28T16:16:11.816Z;5;;FERHAT D?NER
0;2022-09-28T16:14:18.051Z;4;;FERHAT D?NER
1;2022-09-28T10:57:47.467Z;5;Wahnsinnig gut, anstehen lohnt sich!;FERHAT D?NER
3;2022-09-28T10:56:38.758Z;5;Wuchtig, und den Kilimandscharo auch noch;FERHAT D?NER
0;2022-09-28T07:51:44.298Z;3;;FERHAT D?NER
0;2022-09-28T04:51:47.585Z;5;;FERHAT D?NER
0;2022-09-27T18:41:45.951Z;5;;FERHAT D?NER
2;2022-09-27T14:09:56.578Z;5;Don?t have anything to say other than this being the best D?ner I?ve had in my entire life - and I?ve had quite a few!;FERHAT D?NER
0;2022-09-27T11:53:59.157Z;5;;FERHAT D?NER
2;2022-09-27T09:41:33.501Z;5;Bester D?ner ever, die Wartezeiten dauern aber lohnt sich;FERHAT D?NER
0;2022-09-27T06:36:03.512Z;5;;FERHAT D?NER
0;2022-09-26T18:58:43.033Z;4;It looks Amazing, but tasteful I had better.;FERHAT D?NER
0;2022-09-26T17:18:56.349Z;3;Sehr gut;FERHAT D?NER
4;2022-09-26T14:42:07.275Z;2;Wie der Hype dem ein oder anderem zu dem Imbiss gef?hrt hat, hat es mich auch zum Ferhat D?ner gef?hrt.;
;;;;
;;;;
0;2022-09-26T07:32:16.832Z;4;;FERHAT D?NER
1;2022-09-25T21:32:06.284Z;5;Very good thanks ????;FERHAT D?NER
1;2022-09-25T19:36:29.501Z;5;Bester D?ner in Wien, sehr lange Wartezeit;FERHAT D?NER
2;2022-09-25T05:26:41.084Z;5;Es ist nicht nur Original Ferhat D?ner. Das ist ein D?ner wie es nach Original Rezept zubereitet wird.;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
2;2022-09-24T20:14:32.053Z;5;Top... 1000%%;FERHAT D?NER
2;2022-09-24T18:30:35.249Z;5;Bester D?ner!;FERHAT D?NER
1;2022-09-24T17:40:53.586Z;5;???? ???? ????? ????? ???? ????? ???;FERHAT D?NER
1;2022-09-24T14:43:49.122Z;4;Et d?neri gercektende farkli bir tadi var odun atesinin aromasi g?zel. Disari da sira oluyor ama akici . Ekmek  bence fazla citir   daha yumusak olabilir. AMA EN G?ZELi Bence giriste HALAL sertifikasi koymasi Bravooo FERHAT kardes. Kalite ni korursan ve d?kkani b?y?lt?rsen.   Daha da g?zel olur.;FERHAT D?NER
2;2022-09-24T14:39:21.749Z;2;h?tte mir mehr erwartet d?r?m kalt. fleisch gut    glatte 2;FERHAT D?NER
3;2022-09-24T10:13:01.689Z;1;Bi d?ner i?in bu kadar s?ra beklemek ?ok s?k?c? makinayla keseler daha iyi.;FERHAT D?NER
3;2022-09-23T22:09:38.148Z;3;D?ner ist leider auf dem Heimweg geklaut worden, hatte aber eine sch?ne Form komme gerne wieder;FERHAT D?NER
0;2022-09-22T21:12:43.852Z;5;;FERHAT D?NER
2;2022-09-22T18:49:44.748Z;5;Sometimes there is a queue up to 60min waiting time. Other days just a 5 min one.. But always great quality and taste;FERHAT D?NER
1;2022-09-22T15:22:43.955Z;5;?ok lezzetli d?ner. Elinize ve eme?inize sa?l?k.;FERHAT D?NER
0;2022-09-22T14:58:31.514Z;5;;FERHAT D?NER
0;2022-09-22T12:25:59.138Z;4;;FERHAT D?NER
1;2022-09-21T22:39:32.036Z;3;"I ate many many kebaps in Vienna, Berlin, Istanbul and other places so I consider myself a kebap lover. To be honest, there is nothing super special about Ferhat D?ner except the meat. One can definitely taste the high quality meat and I don't think that any other place in Vienna sells organic halal beef kebap. The ""issue"" is the lack of harmony of ingredients in this kebap. The sauce is mediocre, the d?r?m is pretty thin and the bread of the sandwich has a too hard crust. When you bite into the kebap there is no ""yummy effect"". I tried it and I would probably eat it again when I would find myself in the area, but I would never wait in the queue again. I just don't get how places like this deserve to have a queue compared to Mustafa's Gem?sekebap for instance...it just isn't comparable and I guess the majority of the people waiting in the queue won't come ever again, just because of the queue.";FERHAT D?NER
11;2022-09-21T22:24:04.959Z;5;;FERHAT D?NER
0;2022-09-21T19:19:34.610Z;5;;FERHAT D?NER
0;2022-09-21T15:17:03.248Z;4;good kebab, but paying 5.50 and waiting in line for 30 minutes aren't worth it.;FERHAT D?NER
0;2022-09-21T14:50:19.926Z;3;;FERHAT D?NER
43;2022-09-21T11:06:07.475Z;1;Sehr entt?uscht von dem angeblich besten D?ner Wiens. Klar, das echte Feuer macht Eindruck, aber das war es auch schon. Von hausgemachtem Brot habe ich was anderes erwartet. F?r mich sieht es so aus und schmeckt sich so wie ein Brot aus den Supermarkt. Das Fleisch schmeckt tats?chlich nach nicht sehr viel und die Zutaten sind h?chsten Standard. Alles in allem schmeckt jeder D?ner am Hauptbahnhof besser. KEINE EMPFEHLUNG!;FERHAT D?NER
3;2022-09-21T10:49:14.297Z;1;"Wollte einen D?ner mit allem ohne scharf. Koch gibt scharfes Pulver drauf. Ich sags ihm, er meint ""ist eh nix drauf"". Ich sags ihm nochmal, er macht den D?ner wieder auf (so dass ich nix sehe) und sagt ""ist nix scharf"". Ich nehme ihn, esse ihn, und er war extrem scharf.";
;;;;
3;2022-09-21T05:36:02.228Z;5;Gute Qualit?t weiter so;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
1;2022-09-20T18:46:57.640Z;5;Es ist kein klassischer D?ner, aber  sehr lecker.;
;;;;
;;;;
0;2022-09-20T14:23:44.424Z;5;;FERHAT D?NER
0;2022-09-20T12:30:29.758Z;5;;FERHAT D?NER
2;2022-09-20T11:56:17.540Z;5;F?r uns einer der besten D?ner - und das sagen wir als Berliner!;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
1;2022-09-20T10:49:14.874Z;5;Der beste D?ner der Welt;FERHAT D?NER
0;2022-09-20T09:36:31.023Z;3;Also, schlecht war es auf gar keinen Fall! War gut! aber das war es dann auch schon... Bin extra von Tirol aus angereist, kann aber nicht behaupten das mich der D?ner umgeworfen hat... Man merkt das die Qualit?t 1A ist, klar, aber der geschmack ist halt voll normal... Ich habe mir sogar zwei D?r?ms bestellt, einen mit und einen ohne So?e um eine faire Meinung geben zu k?nnen aber wie schon gesagt, beide waren gut aber weit weg vom ''besten D?ner der Welt''. Also, ich hab in der T?rkei schon bei kleinen Street Food St?nden D?ner gegessen und die haben gef?hlt um ein 3 faches besser geschmeckt. Wenn man dann miteinbezieht das teilweise ne glatte halbe Stunde warten muss und signifikant mehr zahlt als bei nem anderen D?ner, kann ich hier von meiner Seite aus nur 3 Sterne vergeben... Aber der Ferhat selbst ist ein sehr sympatischer Typ!;FERHAT D?NER
3;2022-09-19T21:33:58.382Z;1;Der schlimmste D?ner den wir je gegessen haben. Hat nach nichts geschmeckt. Der Preis und die Wartezeit ist es nicht Wert. Das 1.te und letzte Mal.;FERHAT D?NER
0;2022-09-19T21:20:28.824Z;5;sehr gut;FERHAT D?NER
0;2022-09-19T14:40:01.692Z;5;;FERHAT D?NER
2;2022-09-18T23:50:58.771Z;1;Fleisch mit Brot. Nicht so meins is kein D?ner. Extrem wenig Inhalt kann den Hype und die Wartezeit nicht nachvollziehen;FERHAT D?NER
3;2022-09-18T16:43:42.869Z;5;So einen saftigen Rindfleisch habe ich schon lange nicht mehr gegessen. Hausgemachtes Brot rundet das gesamte Angebot. Vielen Dank nochmals f?r den besten D?ner;FERHAT D?NER
2;2022-09-18T16:16:57.659Z;3;kann den Hype nicht verstehen, da es kein besonderer D?ner ist. Fleisch au?erdem viel zu z?h;FERHAT D?NER
3;2022-09-18T16:11:25.176Z;2;Not so tasty;FERHAT D?NER
1;2022-09-18T14:59:09.146Z;5;Wir waren erste Mal beim Ferhat. Trotzt schlechte Wetter haben wir ca  eine halbe Stunde drau?en in Warteschlange verbracht. Es hat sich ausgezahlt zu warten. Sehr freundliche Personal,  frische Gem?se.  Fleisch und Br?tchen sind ein Traum. Sehr gute Qualit?t und super lecker ?? ?? ??  Zum weiterempfehlen;
;;;;
0;2022-09-18T10:29:29.978Z;5;;FERHAT D?NER
3;2022-09-17T18:59:30.459Z;2;"Meiner Meinung nach sollte D?ner aus dem Namen gestrichen werden. Der ""D?ner"" ist einfach keiner.";
;;;;
3;2022-09-17T17:28:57.620Z;1;Das Fleisch ist jedesmal kalt!;FERHAT D?NER
0;2022-09-17T13:36:35.661Z;5;;FERHAT D?NER
5;2022-09-17T08:25:54.007Z;1;Nichts besonderes, f?r denn Preis ist das l?cherlich. ??;
;;;;
;;;;
0;2022-09-17T05:33:00.124Z;5;Kebab sehr gut;FERHAT D?NER
0;2022-09-16T18:29:02.871Z;2;;FERHAT D?NER
0;2022-09-16T14:48:58.273Z;5;;FERHAT D?NER
0;2022-09-16T08:34:48.384Z;5;;FERHAT D?NER
0;2022-09-15T23:57:21.251Z;2;;FERHAT D?NER
3;2022-09-15T20:16:55.048Z;5;Eindeutig der beste D?ner den ich je gegessen habe! Danke;FERHAT D?NER
2;2022-09-15T19:44:26.795Z;3;Das Brot schmeckt wirklich sehr sehr gut und auch sehr frisch. Eine glatte 10!!  Was das Fleisch angeht, leider eher entt?uschend und kann hohe Erwartungen nicht erf?llen. Schade!! Das Fleisch war leider kalt obwohl, wir nur 10 minuten gewartet haben und auch beide Spie?e noch ziemlich gro? waren. Es wird einfach nicht mit dem frisch runtergeschnitten Fleisch gemischt. Kaltes Fleisch schmeckt eben nicht so gut wie warmes, somit kommt nicht auf den Geschmack. Das Preis-Leistungsverh?ltnis von 8.10? f?r den mittleren D?ner-Sandwich leider gar nicht nachvollziehbar. Der Schanigarten leider sehr ungepflegt gewesen an dem Tag, Tische wurden gar nicht abger?umt und die Kunden haben selber angefangen Ordnung zu schaffen. Die Zeit die wir dort waren, kam kein einziger Mitarbeiter um nachzusehen ob drau?en was zu erledigen w?re. Wir haben wirklich ziemlich hohe Erwartungen gehabt, aber leider nicht erf?llt.;FERHAT D?NER
4;2022-09-15T17:50:57.303Z;1;Ein D?r?m 5,80 und nur 120 Gramm Fleisch ist es zu teuer und Geschmack ja gut aber nicht mehr echt so teuer und so wenig Fleisch a frechheit, da steht einer drinnen und der wiegt genau das du deine 120 Gramm bekommst oder nat?rlich ?ber 8 Euro dann 180 Gramm Wauuuuu.;FERHAT D?NER
0;2022-09-15T16:37:50.861Z;4;D?ner schmeckte super, Personal verbesserungsf?hig;FERHAT D?NER
0;2022-09-15T11:38:55.432Z;4;;FERHAT D?NER
3;2022-09-15T10:56:26.138Z;1;Tek ekmeginiz g?zel ,  et buz gibi soguk, kesiyorsunuz biriktiyorsunuz alta soguk buz gibi et , tad tuz yok;FERHAT D?NER
4;2022-09-15T09:27:04.156Z;2;So besonders ist es nicht;
;;;;
0;2022-09-14T21:26:03.349Z;4;Thank you!! The best meal ??;FERHAT D?NER
0;2022-09-14T19:45:30.576Z;5;Sehr gute Qualit?t, alles frisch, Falstaff ausgezeichnet, einzig die lange Warteschlange ist m?hsam??;FERHAT D?NER
0;2022-09-14T16:33:23.691Z;5;Alles im allem ganz guter D?ner aber die Wartezeit nicht wert;FERHAT D?NER
0;2022-09-14T15:44:25.200Z;4;;FERHAT D?NER
0;2022-09-14T12:42:20.908Z;4;;FERHAT D?NER
0;2022-09-14T09:59:27.475Z;5;;FERHAT D?NER
0;2022-09-14T05:20:36.356Z;1;;FERHAT D?NER
0;2022-09-13T17:31:28.773Z;5;;FERHAT D?NER
2;2022-09-13T12:08:06.862Z;1;Fleisch immer so kalt und schmeckt nach Hund Fleisch.. 0von 10;FERHAT D?NER
0;2022-09-13T11:29:42.392Z;3;;FERHAT D?NER
0;2022-09-12T20:24:27.063Z;5;;FERHAT D?NER
4;2022-09-12T19:29:36.890Z;1;Unglaublich Leute, dieses Lokal ist einfach zu vermeiden, vertraut mir.;
;;;;
;;;;
;;;;
0;2022-09-12T18:46:21.858Z;4;;FERHAT D?NER
0;2022-09-12T11:16:08.029Z;5;;FERHAT D?NER
0;2022-09-12T10:22:41.224Z;4;Lange Wartezeiten, zahlt sich aber aus. Sperrt um 10Uhr auf, aber Fleisch am Spiess nicht einmal angebraten, darum 1Pkt. Abzug;FERHAT D?NER
0;2022-09-11T20:14:22.521Z;5;;FERHAT D?NER
0;2022-09-11T19:41:19.013Z;4;Fleisch, Brot waren super, aber die So?en haben leider nicht geschmeckt.;FERHAT D?NER
9;2022-09-11T11:48:54.147Z;1;Vor 1 Jahr top gewesen.;
;;;;
;;;;
;;;;
;;;;
1;2022-09-11T11:18:10.233Z;5;Beste d?ner... wirklich sehr Lecker...und mit knusprigem brot noch dazu... Da sagt mann einfach...wOaaAAaaaAaoow??????????????????????;FERHAT D?NER
0;2022-09-11T07:43:11.365Z;5;;FERHAT D?NER
0;2022-09-10T21:58:49.402Z;5;;FERHAT D?NER
0;2022-09-10T18:44:46.503Z;5;;FERHAT D?NER
0;2022-09-10T17:17:47.857Z;5;Es ist vielleicht nicht der beste D?ner der Welt aber auf jeden Fall der Beste D?ner ?sterreichs.;FERHAT D?NER
0;2022-09-10T15:16:56.138Z;1;;FERHAT D?NER
2;2022-09-10T13:52:00.337Z;1;sxhmeckt svheisse;FERHAT D?NER
0;2022-09-10T09:18:34.471Z;5;;FERHAT D?NER
0;2022-09-10T08:21:29.577Z;4;;FERHAT D?NER
0;2022-09-09T21:32:33.814Z;3;;FERHAT D?NER
0;2022-09-09T19:48:31.511Z;5;Schon wenn man vor dem Laden steht, str?mt einem ein herrlicher Duft entgegen! Im Laden drin bekommt man noch eine gratis Saunakur. Das Team ist eingespielt und sehr freundlich. Aber das wichtigste ist nat?rlich das Essen! Der D?ner ist wirklich ph?nomenal gut! Wann macht ihr endlich Au?enfilialen auf?;FERHAT D?NER
1;2022-09-09T13:28:38.542Z;3;D?ner Sandwich, ja es ist ein Sandwich und kein D?ner. Geschmacklich auf einen Sandwich bezogen, ok. Knorpel kamen auch zum Vorschein. Ein ?muss? ich haben kommt definitiv nicht in Betracht.;FERHAT D?NER
9;2022-09-09T12:27:49.174Z;1;D?ner komplett ?berbewertet, Brot ist wie fertig Brot und nicht wie selbst gebacken. Fleisch ist gut und auch gute Qualit?t, So?e ist wie in jedem anderen 0815 D?ner laden. Brot ist kalt. Personal unfreundlich und nur auf maximalen Profit aus. Fehler gewesen hier her zu gehen. Nie wieder.;FERHAT D?NER
1;2022-09-09T11:59:19.018Z;5;Posto da provare assolutamente se si passa per Vienna , ottimo il d?r?m .;
;;;;
;;;;
;;;;
